Transaction_Date,Description,Amount_UGX,Category,Source
2025-12-23,AGENT 7060 - BANK TO WALLET,4409500.0,Income/Transfers,Centenary Bank
2025-05-18,MOMOPAY 999771 NANDOS,30800.0,Dining & Drinks,Stanbic
2026-01-07,PAID FOR BANK TO WALLET,739500.0,Income/Transfers,MTN MoMo
2025-11-28,MOMOPAY 469675 CARREFOUR,39700.0,Food & Groceries,Airtel Money
2025-10-27,AGENT 4229 - KIKUUBO WHOLESALE,40100.0,Food & Groceries,Airtel Money
2025-12-12,CARREFOUR MUK,79600.0,Food & Groceries,Centenary Bank
2026-01-06,POS PURCHASE BANK TO WALLET KAMPALA,231800.0,Income/Transfers,Centenary Bank
2026-02-27,POS PURCHASE CARREFOUR KAMPALA,15600.0,Food & Groceries,Centenary Bank
2025-12-19,AGENT 2745 - QUALITY SUPERMARKET,114300.0,Food & Groceries,Airtel Money
2025-03-24,AGENT 1962 - CAFESSERIE,26000.0,Dining & Drinks,Centenary Bank
2026-01-11,MOMOPAY 685492 LOCAL JOINT,89100.0,Dining & Drinks,Airtel Money
2025-06-27,MOMOPAY 993494 SALARY DEPOSIT,3080900.0,Income/Transfers,Airtel Money
2025-07-11,AGENT 1062 - KIKUUBO WHOLESALE,95700.0,Food & Groceries,Airtel Money
2025-12-04,WHT 40% QUALITY SUPERMARKET,16500.0,Food & Groceries,Centenary Bank
2025-10-20,SALARY DEPOSIT MSK,3621100.0,Income/Transfers,Airtel Money
2025-11-01,PAID FOR CAFESSERIE,119200.0,Dining & Drinks,MTN MoMo
2025-12-15,MOMOPAY 887160 BANK TO WALLET,4382100.0,Income/Transfers,Centenary Bank
2025-03-25,TOTALENERGIES ENT,4200.0,Transport,MTN MoMo
2025-04-04,AGENT 1870 - MEGA STANDARD,112700.0,Food & Groceries,Centenary Bank
2025-12-07,PAID FOR TOTALENERGIES,18000.0,Transport,Stanbic
2025-08-09,MTN AIRTIME KLA,2400.0,Airtime & Data,Centenary Bank
2025-08-02,POS PURCHASE MULTICHOICE DSTV KAMPALA,49900.0,Utilities,Centenary Bank
2025-07-18,WHT 17% CAFESSERIE,95000.0,Dining & Drinks,Stanbic
2025-03-28,PAID FOR LOCAL JOINT,116700.0,Dining & Drinks,Centenary Bank
2025-11-02,POS PURCHASE CARREFOUR KAMPALA,18400.0,Food & Groceries,Stanbic
2025-07-10,WHT 41% SHELL,39800.0,Transport,Airtel Money
2025-05-12,JAVA HOUSE MBALE,93900.0,Dining & Drinks,MTN MoMo
2026-03-16,AGENT 9054 - LYCADATA,22700.0,Airtime & Data,Airtel Money
2025-06-07,AGENT 6136 - NWSC,238500.0,Utilities,Airtel Money
2025-06-30,POS PURCHASE SHELL KAMPALA,50600.0,Transport,Airtel Money
2025-07-12,POS PURCHASE NWSC KAMPALA,220200.0,Utilities,Stanbic
2026-02-22,WHT 29% AIRTEL TOPUP,11600.0,Airtime & Data,MTN MoMo
2025-11-08,MOMOPAY 928547 CAFESSERIE,37500.0,Dining & Drinks,Stanbic
2026-01-02,POS PURCHASE LYCADATA KAMPALA,21900.0,Airtime & Data,MTN MoMo
2025-03-28,AIRTEL TOPUP ENT,38100.0,Airtime & Data,Stanbic
2025-07-14,MOMO TRANSFER FROM MBALE,3661400.0,Income/Transfers,Airtel Money
2025-11-30,MOMOPAY 609083 UMEME YAKA,217300.0,Utilities,Airtel Money
2025-12-19,AGENT 9019 - LYCADATA,38700.0,Airtime & Data,MTN MoMo
2025-07-02,AGENT 6490 - LOCAL JOINT,113300.0,Dining & Drinks,MTN MoMo
2025-09-27,POS PURCHASE AIRTEL TOPUP KAMPALA,24900.0,Airtime & Data,MTN MoMo
2025-06-01,AGENT 4711 - MTN AIRTIME,35400.0,Airtime & Data,MTN MoMo
2025-04-04,MOMOPAY 366171 MEGA STANDARD,97600.0,Food & Groceries,MTN MoMo
2026-02-11,WHT 49% ZUKU TV,254800.0,Utilities,Airtel Money
2025-07-12,PAID FOR CARREFOUR,149300.0,Food & Groceries,MTN MoMo
2026-01-31,WHT 26% MTN AIRTIME,38700.0,Airtime & Data,Centenary Bank
2025-06-30,PAID FOR SALARY DEPOSIT,743000.0,Income/Transfers,Airtel Money
2025-10-10,MOMOPAY 442139 UMEME YAKA,95700.0,Utilities,Airtel Money
2025-08-21,POS PURCHASE CAPITAL SHOPPERS KAMPALA,30300.0,Food & Groceries,MTN MoMo
2025-10-14,POS PURCHASE SAFEBODA KAMPALA,46200.0,Transport,MTN MoMo
2025-10-02,PAID FOR NWSC,195800.0,Utilities,Centenary Bank
2026-02-15,AGENT 6095 - QUALITY SUPERMARKET,78800.0,Food & Groceries,MTN MoMo
2026-02-08,ZUKU TV MUK,162500.0,Utilities,Airtel Money
2026-02-20,PAID FOR AIRTEL TOPUP,35800.0,Airtime & Data,Airtel Money
2026-02-21,MOMOPAY 388012 LYCADATA,5200.0,Airtime & Data,MTN MoMo
2026-03-16,MOMOPAY 213926 LYCADATA,34800.0,Airtime & Data,Stanbic
2025-06-29,PAID FOR LYCADATA,45800.0,Airtime & Data,MTN MoMo
2026-03-04,MOMOPAY 314798 AIRTEL TOPUP,10100.0,Airtime & Data,MTN MoMo
2025-04-05,KFC ENT,13200.0,Dining & Drinks,Centenary Bank
2025-10-14,MOMOPAY 118059 NANDOS,11000.0,Dining & Drinks,Stanbic
2025-09-25,WHT 58% SHELL,32800.0,Transport,Airtel Money
2025-08-10,POS PURCHASE MEGA STANDARD KAMPALA,34200.0,Food & Groceries,Stanbic
2025-08-22,POS PURCHASE UMEME YAKA KAMPALA,246500.0,Utilities,Airtel Money
2025-12-22,QUALITY SUPERMARKET KLA,141600.0,Food & Groceries,Stanbic
2025-10-01,MOMOPAY 177193 MEGA STANDARD,52100.0,Food & Groceries,Airtel Money
2025-07-05,PAID FOR QUALITY SUPERMARKET,74600.0,Food & Groceries,MTN MoMo
2025-03-23,WHT 42% MOMO TRANSFER FROM,1716200.0,Income/Transfers,Airtel Money
2025-06-03,JAVA HOUSE MUK,105600.0,Dining & Drinks,MTN MoMo
2025-12-07,PAID FOR UMEME YAKA,190900.0,Utilities,MTN MoMo
2025-10-17,MOMOPAY 819203 QUALITY SUPERMARKET,11700.0,Food & Groceries,MTN MoMo
2026-03-03,PAID FOR JAVA HOUSE,108200.0,Dining & Drinks,Airtel Money
2025-05-12,POS PURCHASE CARREFOUR KAMPALA,63700.0,Food & Groceries,MTN MoMo
2025-12-11,PAID FOR MAKERERE UNI,2444400.0,Education,Stanbic
2025-10-28,PAID FOR KIKUUBO WHOLESALE,124300.0,Food & Groceries,Centenary Bank
2025-05-31,WHT 87% LOCAL JOINT,94400.0,Dining & Drinks,Centenary Bank
2025-10-12,POS PURCHASE MEGA STANDARD KAMPALA,65000.0,Food & Groceries,Airtel Money
2025-04-28,LYCADATA ENT,37400.0,Airtime & Data,MTN MoMo
2025-05-09,PAID FOR UBER,68900.0,Transport,Airtel Money
2025-11-19,PAID FOR QUALITY SUPERMARKET,94100.0,Food & Groceries,MTN MoMo
2026-02-01,POS PURCHASE AIRTEL TOPUP KAMPALA,49900.0,Airtime & Data,Airtel Money
2025-08-06,WHT 84% NWSC,19600.0,Utilities,Airtel Money
2025-04-24,MOMOPAY 654269 KIKUUBO WHOLESALE,126600.0,Food & Groceries,Centenary Bank
2026-03-20,UBER MBALE,53500.0,Transport,Stanbic
2026-01-09,MTN AIRTIME KLA,40500.0,Airtime & Data,Airtel Money
2025-06-17,PAID FOR NANDOS,119900.0,Dining & Drinks,MTN MoMo
2025-11-20,PAID FOR SALARY DEPOSIT,1512700.0,Income/Transfers,Stanbic
2026-01-09,MOMOPAY 798789 LOCAL JOINT,76000.0,Dining & Drinks,Airtel Money
2025-12-06,POS PURCHASE KFC KAMPALA,108600.0,Dining & Drinks,Centenary Bank
2025-12-08,MOMOPAY 417641 KIKUUBO WHOLESALE,34700.0,Food & Groceries,Centenary Bank
2025-06-30,PAID FOR JAVA HOUSE,47500.0,Dining & Drinks,Stanbic
2025-11-22,CAPITAL SHOPPERS GULU,149300.0,Food & Groceries,Airtel Money
2025-07-27,LYCADATA MBALE,31700.0,Airtime & Data,Centenary Bank
2025-11-19,PAID FOR NWSC,274500.0,Utilities,Airtel Money
2025-07-26,MOMOPAY 694955 LYCADATA,12100.0,Airtime & Data,Airtel Money
2026-01-25,WHT 80% SALARY DEPOSIT,2813800.0,Income/Transfers,Centenary Bank
2025-05-03,AGENT 7615 - MOMO TRANSFER FROM,2373200.0,Income/Transfers,Airtel Money
2025-10-18,MOMOPAY 686785 LOCAL JOINT,57700.0,Dining & Drinks,MTN MoMo
2025-09-23,POS PURCHASE CAPITAL SHOPPERS KAMPALA,89900.0,Food & Groceries,Airtel Money
2026-01-30,PAID FOR UBER,78500.0,Transport,Stanbic
2025-06-10,MOMOPAY 316088 SAFEBODA,35800.0,Transport,Centenary Bank
2026-03-08,AGENT 8996 - SAFEBODA,5800.0,Transport,MTN MoMo
2025-04-07,WHT 49% CAFESSERIE,63200.0,Dining & Drinks,Centenary Bank
2026-02-27,WHT 99% TOTALENERGIES,75200.0,Transport,MTN MoMo
2025-07-11,PAID FOR KFC,118200.0,Dining & Drinks,Centenary Bank
2025-09-23,POS PURCHASE CARREFOUR KAMPALA,104200.0,Food & Groceries,Stanbic
2025-03-24,AGENT 2255 - STANDARD HIGH,2672800.0,Education,MTN MoMo
2026-01-23,LINK BUS MUK,67300.0,Transport,Airtel Money
2025-07-17,WHT 61% KIKUUBO WHOLESALE,137200.0,Food & Groceries,Airtel Money
2025-11-22,MOMOPAY 211588 MAKERERE UNI,1046700.0,Education,Stanbic
2025-11-10,WHT 12% AIRTEL TOPUP,18200.0,Airtime & Data,Airtel Money
2025-12-18,WHT 20% SALARY DEPOSIT,4307300.0,Income/Transfers,Airtel Money
2026-03-12,MOMOPAY 115880 AIRTEL TOPUP,21200.0,Airtime & Data,Airtel Money
2025-04-05,AGENT 3922 - LYCADATA,10200.0,Airtime & Data,Airtel Money
2025-11-09,AGENT 4416 - LINK BUS,12900.0,Transport,Airtel Money
2025-03-27,PAID FOR SALARY DEPOSIT,4073000.0,Income/Transfers,Stanbic
2025-05-24,ZUKU TV MBALE,27400.0,Utilities,MTN MoMo
2025-03-25,POS PURCHASE BANK TO WALLET KAMPALA,1843100.0,Income/Transfers,MTN MoMo
2026-02-05,POS PURCHASE KYAMBOGO KAMPALA,2693400.0,Education,MTN MoMo
2026-02-14,YY COACHES GULU,19500.0,Transport,Centenary Bank
2025-10-01,LYCADATA MBALE,27600.0,Airtime & Data,Stanbic
2025-09-20,AGENT 1327 - AIRTEL TOPUP,30700.0,Airtime & Data,Airtel Money
2026-02-15,POS PURCHASE CARREFOUR KAMPALA,20900.0,Food & Groceries,Centenary Bank
2025-03-24,AIRTEL TOPUP MBALE,6500.0,Airtime & Data,Centenary Bank
2025-12-22,PAID FOR CARREFOUR,21400.0,Food & Groceries,Stanbic
2026-02-28,AGENT 3590 - AIRTEL TOPUP,8400.0,Airtime & Data,MTN MoMo
2025-06-20,MOMOPAY 609760 LYCADATA,7700.0,Airtime & Data,Stanbic
2025-07-02,WHT 62% MTN AIRTIME,18800.0,Airtime & Data,Centenary Bank
2025-10-20,POS PURCHASE SALARY DEPOSIT KAMPALA,1973800.0,Income/Transfers,Airtel Money
2025-11-18,POS PURCHASE BANK TO WALLET KAMPALA,606000.0,Income/Transfers,MTN MoMo
2025-06-06,MOMOPAY 500690 LOCAL JOINT,94400.0,Dining & Drinks,Centenary Bank
2025-06-28,WHT 82% AIRTEL TOPUP,12300.0,Airtime & Data,Stanbic
2026-02-04,WHT 26% SAFEBODA,16500.0,Transport,MTN MoMo
2026-01-19,WHT 21% KYAMBOGO,1712600.0,Education,Centenary Bank
2025-03-31,AGENT 4295 - NWSC,115200.0,Utilities,Stanbic
2025-12-18,WHT 84% SHELL,38300.0,Transport,Centenary Bank
2026-03-09,PAID FOR SALARY DEPOSIT,331000.0,Income/Transfers,MTN MoMo
2025-09-02,MOMOPAY 265528 SAFEBODA,54000.0,Transport,MTN MoMo
2025-08-04,POS PURCHASE SHELL KAMPALA,51000.0,Transport,Stanbic
2025-04-03,KFC MUK,28300.0,Dining & Drinks,Stanbic
2025-11-28,WHT 81% QUALITY SUPERMARKET,94800.0,Food & Groceries,MTN MoMo
2025-04-09,WHT 22% MOMO TRANSFER FROM,4810800.0,Income/Transfers,Stanbic
2025-10-24,WHT 51% BANK TO WALLET,3667300.0,Income/Transfers,MTN MoMo
2025-06-07,POS PURCHASE MOMO TRANSFER FROM KAMPALA,1447100.0,Income/Transfers,Airtel Money
2025-07-14,MOMOPAY 852665 JAVA HOUSE,60600.0,Dining & Drinks,Stanbic
2026-02-21,WHT 95% NWSC,255400.0,Utilities,Centenary Bank
2025-11-25,POS PURCHASE SHELL KAMPALA,55800.0,Transport,MTN MoMo
2026-03-15,PAID FOR AIRTEL TOPUP,7500.0,Airtime & Data,MTN MoMo
2026-03-12,PAID FOR MEGA STANDARD,87700.0,Food & Groceries,MTN MoMo
2026-01-18,PAID FOR GREENHILL ACADEMY,2001100.0,Education,MTN MoMo
2025-10-15,POS PURCHASE MEGA STANDARD KAMPALA,136700.0,Food & Groceries,Stanbic
2025-11-18,POS PURCHASE AIRTEL TOPUP KAMPALA,42000.0,Airtime & Data,Centenary Bank
2025-06-13,MOMOPAY 315230 ZUKU TV,128800.0,Utilities,Centenary Bank
2025-11-25,MOMO TRANSFER FROM MUK,1455400.0,Income/Transfers,Airtel Money
2026-03-10,AGENT 4489 - AIRTEL INTERNET,12000.0,Utilities,MTN MoMo
2025-04-06,UMEME YAKA MUK,241700.0,Utilities,MTN MoMo
2025-12-08,MOMOPAY 289559 CAFESSERIE,88400.0,Dining & Drinks,Airtel Money
2025-09-20,POS PURCHASE SALARY DEPOSIT KAMPALA,1109800.0,Income/Transfers,MTN MoMo
2025-04-17,AGENT 3502 - JAVA HOUSE,93900.0,Dining & Drinks,MTN MoMo
2025-08-11,PAID FOR UMEME YAKA,181100.0,Utilities,Airtel Money
2026-02-08,POS PURCHASE AIRTEL TOPUP KAMPALA,38700.0,Airtime & Data,MTN MoMo
2025-12-13,POS PURCHASE UBER KAMPALA,68500.0,Transport,Airtel Money
2025-05-30,PAID FOR QUALITY SUPERMARKET,77200.0,Food & Groceries,Centenary Bank
2025-09-27,PAID FOR YY COACHES,70100.0,Transport,Airtel Money
2025-12-12,AGENT 3312 - BANK TO WALLET,4668700.0,Income/Transfers,Centenary Bank
2025-12-29,AGENT 1271 - KFC,80900.0,Dining & Drinks,MTN MoMo
2025-12-05,POS PURCHASE MOMO TRANSFER FROM KAMPALA,2582300.0,Income/Transfers,MTN MoMo
2025-07-01,POS PURCHASE JAVA HOUSE KAMPALA,24400.0,Dining & Drinks,Airtel Money
2025-03-27,WHT 64% LYCADATA,36200.0,Airtime & Data,Stanbic
2025-11-25,PAID FOR AIRTEL TOPUP,30900.0,Airtime & Data,MTN MoMo
2025-10-01,MOMOPAY 266752 KFC,39700.0,Dining & Drinks,Airtel Money
2025-08-27,MOMOPAY 903641 LYCADATA,36200.0,Airtime & Data,Airtel Money
2025-04-09,PAID FOR GREENHILL ACADEMY,1984800.0,Education,Stanbic
2025-06-30,PAID FOR AIRTEL INTERNET,231800.0,Utilities,Centenary Bank
2025-05-05,POS PURCHASE CAPITAL SHOPPERS KAMPALA,106200.0,Food & Groceries,Stanbic
2026-02-15,WHT 19% MOMO TRANSFER FROM,964500.0,Income/Transfers,Centenary Bank
2025-12-02,POS PURCHASE AIRTEL TOPUP KAMPALA,31300.0,Airtime & Data,MTN MoMo
2025-12-07,BANK TO WALLET KLA,815200.0,Income/Transfers,Airtel Money
2026-03-17,MOMOPAY 779539 AIRTEL TOPUP,7200.0,Airtime & Data,MTN MoMo
2025-11-15,AGENT 7859 - SHELL,59000.0,Transport,Airtel Money
2026-03-10,PAID FOR LYCADATA,14300.0,Airtime & Data,MTN MoMo
2025-06-03,MOMOPAY 892083 LYCADATA,7500.0,Airtime & Data,MTN MoMo
2025-07-26,PAID FOR AIRTEL TOPUP,9200.0,Airtime & Data,Airtel Money
2025-09-06,MOMOPAY 750505 MOMO TRANSFER FROM,599600.0,Income/Transfers,Stanbic
2025-09-13,WHT 93% AIRTEL INTERNET,83300.0,Utilities,Centenary Bank
2025-07-07,MOMOPAY 453959 LYCADATA,15200.0,Airtime & Data,Stanbic
2025-12-02,UBER KLA,29800.0,Transport,Airtel Money
2025-10-15,POS PURCHASE LINK BUS KAMPALA,23700.0,Transport,MTN MoMo
2026-02-06,POS PURCHASE UBER KAMPALA,75800.0,Transport,Airtel Money
2025-09-16,MOMOPAY 502085 LINK BUS,51300.0,Transport,Centenary Bank
2025-12-16,AGENT 4211 - GREENHILL ACADEMY,2659900.0,Education,Stanbic
2025-09-01,WHT 79% TOTALENERGIES,4900.0,Transport,Centenary Bank
2025-11-15,WHT 82% MTN AIRTIME,23700.0,Airtime & Data,Centenary Bank
2025-12-21,PAID FOR KFC,99500.0,Dining & Drinks,Airtel Money
2025-04-24,PAID FOR AIRTEL TOPUP,15300.0,Airtime & Data,Centenary Bank
2025-09-21,MEGA STANDARD GULU,79900.0,Food & Groceries,Airtel Money
2025-06-22,CARREFOUR MUK,28300.0,Food & Groceries,Airtel Money
2025-10-22,WHT 44% AIRTEL INTERNET,103400.0,Utilities,Airtel Money
2025-10-24,PAID FOR KFC,14800.0,Dining & Drinks,Centenary Bank
2026-03-02,POS PURCHASE CAPITAL SHOPPERS KAMPALA,27100.0,Food & Groceries,Centenary Bank
2025-04-05,MOMOPAY 772082 KIKUUBO WHOLESALE,128000.0,Food & Groceries,MTN MoMo
2025-10-29,PAID FOR MEGA STANDARD,55300.0,Food & Groceries,MTN MoMo
2025-12-16,MOMOPAY 440135 AIRTEL TOPUP,47800.0,Airtime & Data,Centenary Bank
2025-05-17,MOMOPAY 224197 CAFESSERIE,59300.0,Dining & Drinks,Stanbic
2026-01-13,POS PURCHASE LYCADATA KAMPALA,3200.0,Airtime & Data,Centenary Bank
2025-10-17,BANK TO WALLET GULU,1055400.0,Income/Transfers,Airtel Money
2025-10-06,PAID FOR KFC,53000.0,Dining & Drinks,Centenary Bank
2025-08-30,KIKUUBO WHOLESALE MUK,112000.0,Food & Groceries,Centenary Bank
2025-06-27,POS PURCHASE YY COACHES KAMPALA,32800.0,Transport,MTN MoMo
2025-09-21,POS PURCHASE ZUKU TV KAMPALA,231600.0,Utilities,Stanbic
2025-04-13,WHT 86% MOMO TRANSFER FROM,1130200.0,Income/Transfers,Centenary Bank
2026-02-22,PAID FOR QUALITY SUPERMARKET,60800.0,Food & Groceries,Stanbic
2025-05-21,SALARY DEPOSIT KLA,3625900.0,Income/Transfers,MTN MoMo
2025-10-26,WHT 71% MTN AIRTIME,16800.0,Airtime & Data,Stanbic
2025-11-25,PAID FOR CAPITAL SHOPPERS,146400.0,Food & Groceries,Centenary Bank
2026-01-19,POS PURCHASE GREENHILL ACADEMY KAMPALA,2090900.0,Education,Centenary Bank
2025-05-07,WHT 83% KIKUUBO WHOLESALE,126300.0,Food & Groceries,Airtel Money
2025-08-15,AGENT 2095 - MTN AIRTIME,3200.0,Airtime & Data,Airtel Money
2026-01-17,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,13500.0,Food & Groceries,Stanbic
2025-07-24,PAID FOR MOMO TRANSFER FROM,704100.0,Income/Transfers,Centenary Bank
2025-04-16,WHT 44% MTN AIRTIME,24100.0,Airtime & Data,Stanbic
2025-09-11,WHT 42% NANDOS,114700.0,Dining & Drinks,Airtel Money
2025-12-28,POS PURCHASE MOMO TRANSFER FROM KAMPALA,4364200.0,Income/Transfers,MTN MoMo
2025-12-09,TOTALENERGIES MBALE,20300.0,Transport,MTN MoMo
2026-02-04,PAID FOR MTN AIRTIME,37400.0,Airtime & Data,Centenary Bank
2025-12-23,POS PURCHASE MAKERERE UNI KAMPALA,780600.0,Education,Airtel Money
2026-02-08,POS PURCHASE LYCADATA KAMPALA,5900.0,Airtime & Data,Airtel Money
2026-01-21,WHT 53% QUALITY SUPERMARKET,78300.0,Food & Groceries,MTN MoMo
2025-07-28,AGENT 9659 - AIRTEL TOPUP,25000.0,Airtime & Data,Centenary Bank
2025-09-30,CARREFOUR GULU,53600.0,Food & Groceries,MTN MoMo
2025-04-09,POS PURCHASE LYCADATA KAMPALA,24500.0,Airtime & Data,Airtel Money
2025-06-21,AGENT 3290 - LYCADATA,1000.0,Airtime & Data,Stanbic
2026-03-07,WHT 56% SALARY DEPOSIT,353900.0,Income/Transfers,Stanbic
2026-03-01,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,101800.0,Food & Groceries,MTN MoMo
2026-01-10,AGENT 4816 - UBER,72300.0,Transport,Stanbic
2025-10-01,MAKERERE UNI GULU,925400.0,Education,Stanbic
2025-12-19,POS PURCHASE BANK TO WALLET KAMPALA,2211600.0,Income/Transfers,MTN MoMo
2026-03-12,MOMOPAY 713452 SHELL,33800.0,Transport,Centenary Bank
2025-09-23,MOMO TRANSFER FROM GULU,3388300.0,Income/Transfers,Centenary Bank
2025-08-26,MOMO TRANSFER FROM MBALE,4722000.0,Income/Transfers,Centenary Bank
2025-12-16,WHT 56% LOCAL JOINT,53000.0,Dining & Drinks,Stanbic
2025-09-03,WHT 28% UBER,55400.0,Transport,Airtel Money
2025-09-30,AGENT 8358 - TOTALENERGIES,40300.0,Transport,Stanbic
2025-04-19,POS PURCHASE AIRTEL TOPUP KAMPALA,27700.0,Airtime & Data,Centenary Bank
2025-10-08,MOMOPAY 332816 CAFESSERIE,16200.0,Dining & Drinks,Stanbic
2025-11-01,AGENT 7587 - MEGA STANDARD,117600.0,Food & Groceries,Airtel Money
2025-05-16,POS PURCHASE BANK TO WALLET KAMPALA,2962800.0,Income/Transfers,Airtel Money
2025-04-18,POS PURCHASE LYCADATA KAMPALA,30500.0,Airtime & Data,Stanbic
2025-09-23,WHT 74% MULTICHOICE DSTV,83600.0,Utilities,MTN MoMo
2025-12-09,MOMOPAY 471188 MAKERERE UNI,258500.0,Education,Stanbic
2025-05-10,AGENT 9953 - MEGA STANDARD,43900.0,Food & Groceries,Airtel Money
2026-02-12,AGENT 1547 - QUALITY SUPERMARKET,55900.0,Food & Groceries,Airtel Money
2025-05-02,WHT 85% UBER,16500.0,Transport,Airtel Money
2026-01-18,MOMOPAY 778587 MTN AIRTIME,29000.0,Airtime & Data,MTN MoMo
2025-08-22,WHT 69% SAFEBODA,16300.0,Transport,Centenary Bank
2025-12-10,PAID FOR SALARY DEPOSIT,4053300.0,Income/Transfers,Stanbic
2026-02-04,AGENT 8529 - YY COACHES,75400.0,Transport,Centenary Bank
2025-09-12,WHT 11% LYCADATA,4900.0,Airtime & Data,Airtel Money
2025-04-12,PAID FOR CAFESSERIE,54000.0,Dining & Drinks,Airtel Money
2025-12-26,MOMOPAY 941429 UBER,29900.0,Transport,Centenary Bank
2025-10-27,AIRTEL INTERNET MBALE,38900.0,Utilities,Stanbic
2026-01-31,POS PURCHASE CAFESSERIE KAMPALA,58600.0,Dining & Drinks,Airtel Money
2025-06-19,MOMOPAY 231297 JAVA HOUSE,32100.0,Dining & Drinks,Stanbic
2025-06-12,NWSC ENT,74500.0,Utilities,MTN MoMo
2025-10-08,WHT 96% YY COACHES,74600.0,Transport,MTN MoMo
2026-01-19,AGENT 3817 - KIKUUBO WHOLESALE,26400.0,Food & Groceries,Airtel Money
2026-01-17,PAID FOR LYCADATA,4200.0,Airtime & Data,Centenary Bank
2025-08-27,MOMOPAY 538382 NWSC,150600.0,Utilities,Airtel Money
2026-03-05,PAID FOR CAPITAL SHOPPERS,67300.0,Food & Groceries,Centenary Bank
2025-12-14,WHT 96% AIRTEL INTERNET,298200.0,Utilities,Centenary Bank
2025-05-18,WHT 47% QUALITY SUPERMARKET,57700.0,Food & Groceries,Centenary Bank
2025-09-01,POS PURCHASE SALARY DEPOSIT KAMPALA,3782700.0,Income/Transfers,MTN MoMo
2025-10-17,WHT 37% NANDOS,65500.0,Dining & Drinks,Centenary Bank
2025-09-13,POS PURCHASE CAFESSERIE KAMPALA,26400.0,Dining & Drinks,Stanbic
2025-11-16,CARREFOUR ENT,24500.0,Food & Groceries,Airtel Money
2025-10-18,WHT 97% YY COACHES,41500.0,Transport,Centenary Bank
2026-01-07,POS PURCHASE KFC KAMPALA,18500.0,Dining & Drinks,Stanbic
2025-07-09,AGENT 6200 - AIRTEL TOPUP,38600.0,Airtime & Data,Airtel Money
2026-03-11,MOMOPAY 128481 MULTICHOICE DSTV,225700.0,Utilities,Stanbic
2025-05-03,MOMOPAY 722936 MEGA STANDARD,63600.0,Food & Groceries,Airtel Money
2025-07-19,POS PURCHASE CAPITAL SHOPPERS KAMPALA,131400.0,Food & Groceries,Stanbic
2025-08-11,POS PURCHASE NANDOS KAMPALA,65500.0,Dining & Drinks,Centenary Bank
2025-07-28,PAID FOR MEGA STANDARD,5000.0,Food & Groceries,MTN MoMo
2025-11-01,AGENT 6096 - QUALITY SUPERMARKET,109500.0,Food & Groceries,Centenary Bank
2026-03-11,POS PURCHASE NANDOS KAMPALA,35400.0,Dining & Drinks,Centenary Bank
2025-11-24,SALARY DEPOSIT KLA,3372000.0,Income/Transfers,Centenary Bank
2026-03-02,WHT 49% GREENHILL ACADEMY,1215600.0,Education,Airtel Money
2025-03-30,POS PURCHASE SALARY DEPOSIT KAMPALA,2998400.0,Income/Transfers,MTN MoMo
2026-03-19,POS PURCHASE LYCADATA KAMPALA,5500.0,Airtime & Data,MTN MoMo
2025-07-03,POS PURCHASE MEGA STANDARD KAMPALA,71300.0,Food & Groceries,Airtel Money
2025-05-26,WHT 22% SALARY DEPOSIT,4751100.0,Income/Transfers,Airtel Money
2026-02-21,POS PURCHASE AIRTEL TOPUP KAMPALA,40800.0,Airtime & Data,Centenary Bank
2025-10-01,AGENT 6966 - CAPITAL SHOPPERS,56500.0,Food & Groceries,MTN MoMo
2026-02-18,MOMOPAY 936694 BANK TO WALLET,511400.0,Income/Transfers,Stanbic
2025-12-16,AGENT 3025 - SALARY DEPOSIT,3312500.0,Income/Transfers,MTN MoMo
2025-08-22,MOMOPAY 519023 LYCADATA,47300.0,Airtime & Data,MTN MoMo
2025-12-12,WHT 37% QUALITY SUPERMARKET,15500.0,Food & Groceries,Airtel Money
2025-08-13,AGENT 7304 - MEGA STANDARD,18000.0,Food & Groceries,Airtel Money
2026-02-16,MOMOPAY 223261 SAFEBODA,16100.0,Transport,MTN MoMo
2026-01-12,POS PURCHASE SALARY DEPOSIT KAMPALA,128500.0,Income/Transfers,Centenary Bank
2025-09-13,MOMOPAY 335638 YY COACHES,5300.0,Transport,Centenary Bank
2026-02-21,POS PURCHASE CARREFOUR KAMPALA,93600.0,Food & Groceries,MTN MoMo
2025-12-24,WHT 95% MAKERERE UNI,2683600.0,Education,MTN MoMo
2026-02-13,BANK TO WALLET MSK,2858800.0,Income/Transfers,Centenary Bank
2026-01-14,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,116600.0,Food & Groceries,Airtel Money
2025-10-02,AGENT 8559 - CARREFOUR,64600.0,Food & Groceries,Stanbic
2025-07-17,AGENT 3290 - UMEME YAKA,121800.0,Utilities,Stanbic
2025-11-17,AGENT 5692 - SHELL,6900.0,Transport,Airtel Money
2025-11-25,AGENT 3248 - MTN AIRTIME,35500.0,Airtime & Data,Stanbic
2025-09-14,POS PURCHASE STANDARD HIGH KAMPALA,357800.0,Education,MTN MoMo
2026-02-16,WHT 50% GREENHILL ACADEMY,817300.0,Education,Centenary Bank
2025-09-23,WHT 11% TOTALENERGIES,42900.0,Transport,Centenary Bank
2025-06-07,PAID FOR JAVA HOUSE,118200.0,Dining & Drinks,MTN MoMo
