text,label
went to cafe and spent 151,Food
paid 5000,
transit,Transport
just paid 86200 for medicine,Healthcare
first aid cost me 91k,Healthcare
clothes,Shopping
property tax cost me 434,Housing
spent 170 on transit,Transport
dinner,Food
bought laptop for 406,Shopping
expensive restaurant 49,Food
paid for apartment,Housing
asdfasdf rent asdf,Housing
spent 197 on restaurant,Food
150 for breakfast,Food
got best buy - 377,Shopping
paid 35 towards ikea,Housing
paid 85 for furniture,Housing
expensive fuel 256,Transport
mortgage,Housing
paid 420 towards checkup,Healthcare
got coffee - 448,Food
paid 100k for mortgage,Housing
property tax,Housing
paid for vitamins,Healthcare
just paid 292500 for power,Utilities
shirts,Shopping
bought spotify for 391,Entertainment
$$$@#$@@! coffee!!!,Food
paid 340 towards sneakers,Shopping
went to snacks and spent 39k,Food
broadband cost,Utilities
eye exam,Healthcare
got plumber - 95,Housing
bought sneakers for 292600,Shopping
docccctooor!! 99999999,Healthcare
paid 387 for clinic,Healthcare
paid for trash,Utilities
cost of internet was 346800,Utilities
breakfast cost,Food
paid 44k for therapy,Healthcare
went to clinic and spent 12k,Healthcare
best buy 129800,Shopping
expensive theater 258,Entertainment
club,Entertainment
went to power and spent 318800,Utilities
expensive burger 24100,Food
got clinic - 199400,Healthcare
paid for jacket,Shopping
paid 8000 towards music,Entertainment
paid 380400 towards pharmacy,Healthcare
bought target for 358800,Shopping
bought internet for 403,Utilities
99k for pizza,Food
paid 490 towards gas,Transport
expensive spotify 486300,Entertainment
expensive party 56k,Entertainment
"theater today, 437900",Entertainment
expensive electronics 73,Shopping
paid 397400 towards plumber,Housing
"party today, 58k",Entertainment
paid 4k towards cinema,Entertainment
went to mall and spent 198,Shopping
medicine,Healthcare
spent 487 on jacket,Shopping
went to therapy and spent 441,Healthcare
expensive vitamins 295300,Healthcare
went to meal and spent 124700,Food
bought tolls for 348400,Transport
just paid 298100 for flight,Transport
paid 269 for doctor,Healthcare
phone bill,Utilities
meal cost,Food
amazon cost me 351000,Shopping
power 98k,Utilities
water bill cost,Utilities
spent on breakfast,Food
went to theater and spent 54k,Entertainment
went to kfc and spent 484,Food
spent 68 on breakfast,Food
paid 442400 towards cleaning,Housing
gas,Transport
expensive clinic 90200,Healthcare
went to meal and spent 19000,Food
paid for snacks,Food
hospital 27k,Healthcare
spent 20k on uber,Transport
restaurant,Food
"subway today, 491900",Transport
spent 173 on ikea,Housing
paid 119800 for club,Entertainment
bought some random stuff,
paid 54k for club,Entertainment
spent on mortgage,Housing
mortgage 67k,Housing
"club today, 39k",Entertainment
paid 24 for amazon,Shopping
coffee,Food
cost of cinema was 366,Entertainment
target cost,Shopping
went to first aid and spent 190600,Healthcare
82 for theater,Entertainment
got clinic - 24k,Healthcare
steam,Entertainment
"spotify today, 62k",Entertainment
bought kfc for 11k,Food
paid 61k towards snacks,Food
bought rent for 497800,Housing
home depot cost,Housing
got games - 26k,Entertainment
bought therapy for 270,Healthcare
paid 61k for amazon,Shopping
bought some random stuff,
spent on netflix,Entertainment
paid 42 for electricity,Utilities
cost of train was 486,Transport
bought laptop for 381,Shopping
paid for mortgage,Housing
spent on property tax,Housing
expensive pharmacy 435500,Healthcare
spent on hospital,Healthcare
subway cost me 263,Transport
phone bill,Utilities
lunch cost,Food
"therapy today, 279900",Healthcare
cafe 64k,Food
"tolls today, 36000",Transport
went to phone bill and spent 105,Utilities
went to dinner and spent 56,Food
paid for hospital,Healthcare
got games - 37k,Entertainment
paid for coffee,Food
spent on shoes,Shopping
just paid 61k for ikea,Housing
shirts cost me 69300,Shopping
got boda - 100k,Transport
cost of coffee was 15600,Food
apartment cost,Housing
bought gas bill for 493,Utilities
bought restaurant for 489,Food
netflix,Entertainment
expensive party 171,Entertainment
spent 286900 on gas bill,Utilities
got uber - 79k,Transport
hospital bill,Entertainment
451 for pizza,Food
paid 94 for cinema,Entertainment
paid for home depot,Housing
paid 90k towards dentist,Healthcare
expensive train 68,Transport
ubbber ride hjshd,Transport
spent 15k on groceries,Food
spent on amazon,Shopping
kfc,Food
10k for club,Entertainment
bowling 58k,Entertainment
got boda - 10k,Transport
bought doctor for 265700,Healthcare
phone bill,Utilities
snacks 236,Food
amazon,Shopping
paid 123500 towards apartment,Housing
went to gifts and spent 227,Shopping
paid 30800 towards kfc,Food
285 for gas bill,Utilities
tolls cost,Transport
gas,Transport
86k for checkup,Healthcare
just paid 204 for home depot,Housing
16k for apartment,Housing
229700 for meal,Food
just paid 30k for fuel,Transport
cost of target was 36k,Shopping
paid 16700 towards furniture,Housing
expensive shirts 97900,Shopping
got trash - 82k,Utilities
expensive clothes 23k,Shopping
paid 337 for coffee,Food
expensive pizza 45k,Food
dentist,Healthcare
lunch,Food
paid 276 towards pizza,Food
expensive groceries 74k,Food
bought dinner for 24500,Food
spent on taxi,Transport
spent 53k on doctor,Healthcare
spent on home depot,Housing
paid 64k towards cleaning,Housing
paid 295 for wifi,Utilities
bought coffee for 328,Food
expensive mortgage 178200,Housing
just paid 55900 for shoes,Shopping
bought train for 12300,Transport
bought gas for 286,Transport
"snacks today, 349300",Food
club,Entertainment
cost of doctor was 31k,Healthcare
just paid 462 for therapy,Healthcare
rent***---__,Housing
just paid 22k for dentist,Healthcare
got lunch - 41k,Food
41k for rent,Housing
paid 334 towards uber,Transport
lunch cost,Food
got amazon - 73k,Shopping
mortgage cost me 114200,Housing
pizza,Food
shirts,Shopping
expensive music 143500,Entertainment
gas,Transport
went to games and spent 84k,Entertainment
paid for lunch,Food
paid for gifts,Shopping
"club today, 372",Entertainment
expensive flight 71k,Transport
spppent 45kkk on kfffcc,Food
just paid 65k for rent,Housing
 ,Food
property tax,Housing
got groceries - 53k,Food
expensive supermarket 270,Food
spent 477200 on ikea,Housing
bought first aid for 455,Healthcare
spent 72k on train,Transport
spent 94k on movie,Entertainment
"bowling today, 439",Entertainment
spent 479 on pharmacy,Healthcare
paid for vitamins,Healthcare
expensive doctor 145,Healthcare
paid for furniture,Housing
paid 27200 towards property tax,Housing
497 for dentist,Healthcare
just paid 464600 for coffee,Food
shooesss!!!!!!!!,Shopping
shooesss!!!!!!!!,Shopping
went to lunch and spent 334900,Food
cinema 72k,Entertainment
went to clinic and spent 35100,Healthcare
bought some random stuff,
eye exam cost,Healthcare
just paid 298 for uber,Transport
went to bus ticket and spent 30,Transport
spent on mortgage,Housing
spent on coffee,Food
spent 293200 on best buy,Shopping
bought boda for 46500,Transport
expensive internet 181,Utilities
paid for spotify,Entertainment
paid 91k for club,Entertainment
just paid 459700 for pizza,Food
paid 77k towards theater,Entertainment
apartment 472,Housing
expensive breakfast 243100,Food
paid for hospital,Healthcare
paid 230900 towards home depot,Housing
bought apartment for 60k,Housing
paid for concert,Entertainment
$$$@#$@@! coffee!!!,Food
party,Entertainment
paid 433 for power,Utilities
fuel,Transport
338200 for apartment,Housing
ubbber ride hjshd,Transport
got cinema - 160,Entertainment
paid for netflix,Healthcare
supermarket,Food
got rent - 253,Housing
expensive gas 305400,Transport
spent 464600 on ikea,Housing
spent 8k on pizza,Food
paid 95k towards mall,Shopping
bought netflix for 332300,Entertainment
went to uber and spent 52k,Transport
got furniture - 7k,Housing
spent 386 on games,Entertainment
paid 85700 for furniture,Housing
paid for breakfast,Food
got boda - 219100,Transport
spent 381200 on property tax,Housing
spotify,Entertainment
rent,Housing
paid 481 for mortgage,Housing
bus ticket,Transport
paid for netflix,Healthcare
burger,Food
transit cost me 449,Transport
spent 75k on plumber,Housing
lunch cost me 344,Food
got party - 65,Entertainment
spent on checkup,Healthcare
paid 48k towards hospital,Healthcare
spent 365500 on plumber,Housing
got shirts - 337,Shopping
got laptop - 4k,Shopping
expensive therapy 385200,Healthcare
went to taxi and spent 66500,Transport
just paid 94 for broadband,Utilities
paid 35k towards wifi,Utilities
trash cost,Utilities
spent 147700 on doctor,Healthcare
just paid 88k for snacks,Food
just paid 62k for gas bill,Utilities
cost of mall was 74k,Shopping
43k for tolls,Transport
theater cost,Entertainment
expensive phone bill 340,Utilities
"laptop today, 48",Shopping
"flight today, 91k",Transport
"sneakers today, 368400",Shopping
58k for breakfast,Food
went to jacket and spent 239600,Shopping
spent on meal,Food
therapy,Healthcare
cost of amazon was 85k,Shopping
kfc,Food
"broadband today, 69k",Utilities
tolls 317,Transport
went to coffee and spent 177,Food
paid for restaurant,Food
cost of wifi was 100k,Utilities
paid 324500 for movie,Entertainment
expensive breakfast 337900,Food
spent on internet,Utilities
spent 98k on first aid,Healthcare
spent on train,Transport
burger 499,Food
paid for wifi,Utilities
cost of kfc was 460600,Food
paid 93600 towards vitamins,Healthcare
taxi,Transport
went to maintenance and spent 230,Housing
property tax cost me 402800,Housing
paid for therapy,Healthcare
got flight - 150700,Transport
medicine,Healthcare
paid 69k for broadband,Utilities
transit,Transport
just paid 53k for coffee,Food
paid for eye exam,Healthcare
got gas bill - 341,Utilities
spent on taxi,Transport
93200 for property tax,Housing
water bill 319,Utilities
parking,Transport
dinner 316300,Food
shoes,Shopping
went to uber and spent 383,Transport
train,Transport
mortgage,Housing
paid for tolls,Transport
paid 75k for clothes,Shopping
water bill,Utilities
meal cost me 253300,Food
paid for cleaning,Housing
paid 5300 towards bowling,Entertainment
"fuel today, 166500",Transport
checkup cost,Healthcare
expensive subway 93100,Transport
cost of tolls was 456700,Transport
got kfc - 460,Food
expensive power 16k,Utilities
broadband,Utilities
spent 317300 on maintenance,Housing
bought rent for 393200,Housing
bought laptop for 297,Shopping
paid 192300 for wifi,Utilities
paid 455400 towards maintenance,Housing
wifi cost me 2k,Utilities
got furniture - 406100,Housing
paid for breakfast,Food
spent 75 on clothes,Shopping
got pizza - 14k,Food
paid 176 towards therapy,Healthcare
paid for cell plan,Utilities
 ,Food
jacket cost me 468000,Shopping
expensive fuel 219500,Transport
paid for meal,Food
"restaurant today, 428",Food
expensive gas 459300,Transport
497 for phone bill,Utilities
went to pizza and spent 15k,Food
paid for clothes,Shopping
expensive trash 226100,Utilities
paid 97k for shirts,Shopping
laptop,Shopping
spent 419 on checkup,Healthcare
bought taxi for 440,Transport
paid 154600 towards electronics,Shopping
cost of bus ticket was 160,Transport
spent 286100 on flight,Transport
paid for supermarket,Food
clothes cost,Shopping
laptop,Shopping
uber cost me 288500,Transport
paid 461 towards cleaning,Housing
cost of games was 67k,Entertainment
pizza 278,Food
subway,Transport
supermarket 189200,Food
clothes,Shopping
paid for restaurant,Food
54 for ikea,Housing
expensive movie 49k,Entertainment
paid 15k towards shirts,Shopping
spent 182 on spotify,Entertainment
spent 69k on shirts,Shopping
paid 91 towards bus ticket,Transport
cost of laptop was 163,Shopping
"jacket today, 62k",Shopping
paid 40k towards supermarket,Food
spent on trash,Utilities
medicine cost me 235300,Healthcare
paid 479300 for jacket,Shopping
spent 188 on sneakers,Shopping
paid 213400 for internet,Utilities
spent on parking,Transport
bought eye exam for 33k,Healthcare
453400 for dentist,Healthcare
got shirts - 141,Shopping
spent 395 on electricity,Utilities
just paid 85 for groceries,Food
games cost,Entertainment
gas cost me 376900,Transport
cost of medicine was 319,Healthcare
got burger - 440,Food
bought train for 398600,Transport
property tax cost me 317200,Housing
electricity 47k,Utilities
bought home depot for 150100,Housing
just paid 441 for laptop,Shopping
cost of first aid was 194,Healthcare
just paid 18k for amazon,Shopping
cost of electricity was 251,Utilities
paid for uber,Transport
ikea,Housing
spent 95k on kfc,Food
doctor,Healthcare
86k for gas,Transport
ubbber ride hjshd,Transport
property tax 146600,Housing
electricity 73k,Utilities
got coffee - 92900,Food
plumber,Housing
expensive doctor 35k,Healthcare
500,Food
paid 295300 towards electronics,Shopping
"pizza today, 267",Food
6k for medicine,Healthcare
got cinema - 328600,Entertainment
best buy,Shopping
laptop cost,Shopping
target cost,Shopping
spent on water bill,Utilities
went to boda and spent 3k,Transport
groceries cost,Food
went to gifts and spent 179,Shopping
24k for flight,Transport
paid for target,Shopping
expensive mortgage 11,Housing
best buy 21k,Shopping
paid 66 towards wifi,Utilities
paid for snacks,Food
rent***---__,Housing
"cafe today, 42k",Food
"internet today, 49k",Utilities
went to rent and spent 32000,Housing
taxi 7k,Transport
broadband cost me 8k,Utilities
81k for plumber,Housing
went to music and spent 338,Entertainment
paid 495300 towards cafe,Food
cafe,Food
paid 204600 for medicine,Healthcare
paid 428 towards water bill,Utilities
best buy cost me 148600,Shopping
expensive vitamins 30k,Healthcare
paid 210 for electricity,Utilities
dinner,Food
paid 5000,
spent 107800 on target,Shopping
cost of steam was 38k,Entertainment
dentist,Healthcare
spent 178200 on trash,Utilities
351 for eye exam,Healthcare
spent 77k on laptop,Shopping
sneakers,Shopping
bought some random stuff,
spent 356 on maintenance,Housing
ubbber ride hjshd,Transport
just paid 329600 for cinema,Entertainment
cost of wifi was 26100,Utilities
   ,Transport
paid for target,Shopping
cost of taxi was 316,Transport
cost of netflix was 78k,Entertainment
went to uber and spent 313,Transport
spent on clinic,Healthcare
hospital bill,Entertainment
spent 25k on kfc,Food
doctor 46k,Healthcare
"restaurant today, 56k",Food
120k,Shopping
bought gifts for 124300,Shopping
paid 212500 for apartment,Housing
paid for kfc,Food
expensive first aid 420700,Healthcare
went to rent and spent 481,Housing
got amazon - 258100,Shopping
furniture,Housing
